ticker,Name,Par,CoupRt,Freq,Maturity,Date,YrsTMat,Close Price
G200011,20附息国债11,100,2.64,1,2,2021/10/29,0.789041,100.24
G200005,20附息国债05,100,1.99,1,5,2021/10/29,3.443836,97.27
G2000004,20抗疫国债04,100,2.86,2,10,2021/10/29,8.712329,99.92
G170015,17附息国债15,100,4.05,2,30,2021/10/29,25.734247,109.29
G180017,18附息国债17,100,3.97,2,30,2021/10/29,26.73272,107.85
G200004,20附息国债04,100,3.39,2,30,2021/10/29,28.378082,96.65
G190008,19附息国债08,100,4,2,50,2021/10/29,47.652055,108.67
G200007,20附息国债07,100,3.73,2,50,2021/10/29,48.569863,102.82
G210001,21附息国债01,100,2.43,0,1,2021/11/30,0.142466,100.01
G210006,21附息国债06,100,2.36,0,1,2021/11/30,0.391781,100.07
G210010,21附息国债10,100,2,0,1,2021/11/30,0.641096,99.91
G210016,21附息国债16,100,2.22,0,1,2021/11/30,0.909589,99.98
G200002,20附息国债02,100,2.2,1,2,2021/11/30,0.205479,100
G200011,20附息国债11,100,2.64,1,2,2021/11/30,0.70137,100.23
G200006,20附息国债06,100,2.68,2,10,2021/11/30,8.471233,98.16
G170015,17附息国债15,100,4.05,2,30,2021/11/30,25.646575,110.53
G180017,18附息国债17,100,3.97,2,30,2021/11/30,26.645048,109
G200004,20附息国债04,100,3.39,2,30,2021/11/30,28.290411,98.9
G190008,19附息国债08,100,4,2,50,2021/11/30,47.564384,110.42
G210006,21附息国债06,100,2.36,0,1,2021/12/31,0.306849,100.12
G210010,21附息国债10,100,2,0,1,2021/12/31,0.556164,100.02
G210016,21附息国债16,100,2.22,0,1,2021/12/31,0.824658,100.08
G200002,20附息国债02,100,2.2,1,2,2021/12/31,0.120548,100.03
G200011,20附息国债11,100,2.64,1,2,2021/12/31,0.616438,100.34
G200018,20附息国债18,100,2.93,1,2,2021/12/31,0.942466,100.78
G210008,21附息国债08,100,2.57,1,2,2021/12/31,1.383562,100.1
G200009,20附息国债09,100,2.36,1,3,2021/12/31,1.50137,99.76
G200005,20附息国债05,100,1.99,1,5,2021/12/31,3.271233,98.5
G190015,19附息国债15,100,3.13,2,10,2021/12/31,7.890411,101.52
G170015,17附息国债15,100,4.05,2,30,2021/12/31,25.561644,111.26
G180017,18附息国债17,100,3.97,2,30,2021/12/31,26.560117,109.5
G200004,20附息国债04,100,3.39,2,30,2021/12/31,28.205479,99.73
G190008,19附息国债08,100,4,2,50,2021/12/31,47.479452,111.82
G200007,20附息国债07,100,3.73,2,50,2021/12/31,48.39726,106.88
G210006,21附息国债06,100,2.36,0,1,2022/1/28,0.230137,100.16
G210010,21附息国债10,100,2,0,1,2022/1/28,0.479452,100.16
G210016,21附息国债16,100,2.22,0,1,2022/1/28,0.747945,100.28
G220001,22附息国债01,100,2.1,0,1,2022/1/28,0.958904,100.25
G200011,20附息国债11,100,2.64,1,2,2022/1/28,0.539726,100.45
G200018,20附息国债18,100,2.93,1,2,2022/1/28,0.865753,100.98
G190003,19附息国债03,100,2.69,1,3,2022/1/28,0.10411,100.2
G200005,20附息国债05,100,1.99,1,5,2022/1/28,3.194521,98.98
G180020,18附息国债20,100,3.6,1,7,2022/1/28,3.605479,104.75
G2000004,20抗疫国债04,100,2.86,2,10,2022/1/28,8.463014,99.38
G170015,17附息国债15,100,4.05,2,30,2022/1/28,25.484932,111.34
G180017,18附息国债17,100,3.97,2,30,2022/1/28,26.483404,110
G180024,18附息国债24,100,4.08,2,30,2022/1/28,26.732038,111.8
G200004,20附息国债04,100,3.39,2,30,2022/1/28,28.128767,100.26
G190008,19附息国债08,100,4,2,50,2022/1/28,47.40274,113.5
G210006,21附息国债06,100,2.36,0,1,2022/2/28,0.145205,100.06
G210010,21附息国债10,100,2,0,1,2022/2/28,0.394521,100.03
G210016,21附息国债16,100,2.22,0,1,2022/2/28,0.663014,100.17
G220001,22附息国债01,100,2.1,0,1,2022/2/28,0.873973,100.04
G200011,20附息国债11,100,2.64,1,2,2022/2/28,0.454795,100.24
G200018,20附息国债18,100,2.93,1,2,2022/2/28,0.780822,100.73
G200009,20附息国债09,100,2.36,1,3,2022/2/28,1.339726,100.28
G200006,20附息国债06,100,2.68,2,10,2022/2/28,8.224658,98.73
G170015,17附息国债15,100,4.05,2,30,2022/2/28,25.4,110.9
G200004,20附息国债04,100,3.39,2,30,2022/2/28,28.043836,99.17
G190008,19附息国债08,100,4,2,50,2022/2/28,47.317808,113
G200007,20附息国债07,100,3.73,2,50,2022/2/28,48.235616,105.3
G210010,21附息国债10,100,2,0,1,2022/3/31,0.309589,100.06
G210016,21附息国债16,100,2.22,0,1,2022/3/31,0.578082,100.12
G220001,22附息国债01,100,2.1,0,1,2022/3/31,0.789041,99.98
G200011,20附息国债11,100,2.64,1,2,2022/3/31,0.369863,100.25
G200018,20附息国债18,100,2.93,1,2,2022/3/31,0.69589,100.6
G200003,20附息国债03,100,2.24,1,3,2022/3/31,0.928767,100.1
G200009,20附息国债09,100,2.36,1,3,2022/3/31,1.254795,99.85
G200006,20附息国债06,100,2.68,2,10,2022/3/31,8.139726,98.26
G170015,17附息国债15,100,4.05,2,30,2022/3/31,25.315068,110.92
G180017,18附息国债17,100,3.97,2,30,2022/3/31,26.313541,109.01
G190010,19附息国债10,100,3.86,2,30,2022/3/31,27.309589,107.8
G200004,20附息国债04,100,3.39,2,30,2022/3/31,27.958904,99.05
G190008,19附息国债08,100,4,2,50,2022/3/31,47.232877,112.48
